taxon_name,med_w,med_w_lwr,med_w_upr,med_w_warnings,med_w_messages,med_wo,med_wo_lwr,med_wo_upr,med_wo_warnings,med_wo_messages,num_unburnt_pixels,num_pixels
Acacia longifolia subsp. sophorae,348565.35831726954,103111.62544260736,1178313.3909228612,NA,NA,14462.149637516537,10719.222671245327,19512.02792894505,NA,NA,4031,4267
Acacia longissima,73248.95796904551,34025.91366097297,157685.98889101995,NA,NA,15176.737417178449,11061.039013487636,20823.844699319816,NA,NA,705,896
Acacia lucasii,13116.075625973823,8257.336099723288,20833.7698440093,NA,NA,10309.566971383714,6984.156730384799,15218.325596136767,NA,NA,11,51
Acacia lunata,13926.926378137989,9919.07971824578,19554.16065315967,NA,NA,6822.556030993211,5578.199351714739,8344.497545024658,NA,NA,56,101
Acacia lycopodiifolia,1746.9855913264819,1689.3057725604215,1806.634835371805,NA,NA,1665.4838591658533,1615.3602744805564,1717.1627462696842,NA,NA,37,603
Acacia lysiphloia,2799.77925751976,2667.72278496947,2938.3727331052532,NA,NA,2447.551055846913,2343.5763576968575,2556.138677241346,NA,NA,100,730
Acacia mabellae,22316.24229036546,15704.286700684932,31712.02102038642,NA,NA,13705.268108217108,10654.866407765163,17628.975036347787,NA,NA,128,338
Acacia macdonnellensis,18046.114005005835,5246.722743526757,62069.64739721746,NA,NA,8088.712852617177,3902.491590461448,16765.513543197114,NA,NA,8,16
Acacia macdonnellensis subsp. macdonnellensis,12028.685234648976,8585.266400791956,16853.20661230909,NA,NA,6638.588135780484,5413.346198631461,8141.147973810902,NA,NA,35,77
Acacia macdonnellensis subsp. teretifolia,10562.971976959741,5635.687789751364,19798.182785948717,NA,NA,8252.696044181528,4844.138379378729,14059.67102169865,NA,NA,4,21
Acacia macnuttiana,11198.660341289766,8324.831845373117,15064.567761723418,NA,NA,7049.933436928905,5848.450365451334,8498.244553588282,NA,NA,29,72
Acacia maconochieana,9049.030329102532,5912.622265454906,13849.176595541832,NA,NA,4602.0869123942175,3424.3660914248726,6184.853892306086,NA,NA,19,41
Acacia maidenii,68104.99543471652,48316.451864182534,95998.15847821345,NA,NA,12438.801445837542,10878.924137114365,14222.342159838834,NA,NA,2279,2877
Acacia maitlandii,9936.288763467237,8803.356909179774,11215.021202656688,NA,NA,6379.873745580703,5874.936093954196,6928.209661963218,NA,NA,133,357
Acacia mangium,22209.449626213627,13660.530374626158,36108.382264244196,NA,NA,1372.335760437956,1085.6302066669305,1734.7577727768737,NA,NA,174,199
Acacia mariae,14868.668239890065,12414.829763843118,17807.517254226073,NA,NA,6161.234058956495,5701.807564264078,6657.679113403225,NA,NA,268,467
Acacia marramamba,16077.213192977995,8252.344162413856,31321.619525967533,NA,NA,6672.706410780871,4858.127890007242,9165.055316073565,NA,NA,24,40
Acacia matthewii,10880.433591064093,7602.81688065824,15571.049124006575,NA,NA,8336.118178647102,6275.784225676108,11072.857795853268,NA,NA,12,42
Acacia mearnsii,371060.10110444133,226321.27141855372,608363.4903985913,NA,NA,27462.05514679995,22569.72766674837,33414.868093290264,NA,NA,10924,13048
Acacia megalantha,1807.5414006836627,1660.0969201450855,1968.0814267759245,NA,NA,1656.51973782494,1538.1912155156783,1783.950925037406,NA,NA,13,118
Acacia meiantha,79030.49620848657,14772.182929951798,422809.50354979007,NA,NA,6291.171477007843,4011.630019296223,9866.024125540005,NA,NA,82,97
Acacia melanoxylon,129880.17633668992,107293.80391865745,157221.19627745188,NA,NA,16538.322023596527,15345.573173709072,17823.778379603446,NA,NA,18606,23214
Acacia melleodora,8103.00517825216,7496.3371676434945,8758.769976647347,NA,NA,5434.427307761394,5134.766282029065,5751.57632134182,NA,NA,233,796
Acacia melvillei,10760.139157935337,9946.292626449236,11640.577956679957,Ran out of iterations and did not converge,NA,11500.40235765851,4279.620282750879,30904.43676068919,NA,NA,493,514
Acacia menzelii,9863.977945529077,8549.646012159388,11380.361335604503,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,81,85
Acacia merrallii,330332.6323368113,8521.35996967332,12805426.407863658,NA,NA,22202.8292539272,6599.756091443191,74694.52204729083,NA,NA,542,611
Acacia microbotrya,81727.35403630683,34785.755615414,192014.23915069827,NA,NA,6637.528955063139,4663.3281564549525,9447.499543500564,NA,NA,197,248
Acacia microcarpa,5785926.929867443,52619.93758789579,636202777.3568854,NA,NA,76153.37592680873,10202.578916634213,568418.702020001,NA,NA,427,492
Acacia mimula,947.8846945685575,915.5342344827475,981.3782602077662,NA,NA,908.3920429670836,880.5706436745943,937.0924520972869,NA,NA,37,457
Acacia minutifolia,4015.643203413197,3173.047050518491,5081.989040938947,NA,NA,3195.502843445051,2619.8668856479635,3897.6172714744207,NA,NA,7,32
Acacia minutissima,8742.591376251046,4858.56794584243,15731.57045946103,NA,NA,8742.591376251046,4858.56794584243,15731.57045946103,NA,NA,0,12
Acacia minyura,46380.84931474631,23168.30907126117,92850.24541672796,NA,NA,9148.107195152552,6847.92083518809,12220.91599306626,NA,NA,200,273
Acacia mitchellii,23624.78737029394,17370.592866446255,32130.773116541557,NA,NA,9171.794796248247,7863.307277428971,10698.020160798198,NA,NA,291,563
Acacia moirii subsp. recurvistipula,12347.084988757557,8673.822847601192,17575.930520850263,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,58,63
Acacia montana,423614.67664547253,143473.19982739404,1250752.018393232,NA,NA,11405.200399106738,8162.6240591897385,15935.879834786441,NA,NA,982,1106
Acacia monticola,4378.058825008098,4044.180080491063,4739.501875224082,NA,NA,3216.9386137776964,3015.3524890667372,3432.0014268106056,NA,NA,117,445
Acacia mooreana,41155.50011003043,8408.490482373783,201436.2973779034,NA,NA,9396.521054706962,5176.5411684549445,17056.6803311843,NA,NA,43,60
Acacia mountfordiae,2525.6859094004253,1898.9527819382538,3359.2669462969698,NA,NA,1885.0149520931786,1480.4138618697505,2400.1946085043305,NA,NA,9,32
Acacia mucronata,2478927.1262347177,30.59004651212588,200884941274.81653,NA,NA,91156.3533932439,418.488178629057,19855950.988090888,NA,NA,142,179
Acacia mucronata subsp. longifolia,106873.2681889858,75481.42920204326,151320.6039438071,NA,NA,23698.696095576106,19479.270978402878,28832.095269538764,NA,NA,2207,3643
Acacia mulganeura,47275.30905852223,14430.665389455775,154875.38420867515,NA,NA,8404.167731642323,5819.218191120651,12137.375321198666,NA,NA,114,142
Acacia multisiliqua,2454.7475567621223,2316.9610258459606,2600.7280658635564,NA,NA,1815.5837678117302,1733.358834065838,1901.7091863254861,NA,NA,187,619
Acacia multispicata,95331.00409888521,32579.574694253242,278947.78945977864,NA,NA,9809.95810531741,6671.601230048701,14424.61482779305,NA,NA,236,293
Acacia multistipulosa,2922.531932497081,2116.1791015189933,4036.1389498338103,NA,NA,1780.3952314396379,1375.91321405753,2303.7842414386955,NA,NA,15,36
Acacia murrayana,60063.92788714446,37853.70816419094,95305.73378924321,NA,NA,8755.742366001525,7493.20103072947,10231.011294825863,NA,NA,865,1092
Acacia mutabilis subsp. mutabilis,20014.478857620456,3203.467826467276,125045.53990913255,NA,NA,8528.350897024733,5581.470201307223,13031.113022111653,NA,NA,55,65
Acacia myrtifolia,51815.118638209286,44209.368855390385,60729.35644645268,NA,NA,13466.043918669791,12497.592626819518,14509.541496048183,NA,NA,5707,8379
Acacia nanodealbata,9862.08305806131,9120.377514803935,10664.107059848046,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,238,245
Acacia nanopravissima,8713.37581979733,5444.442444148896,13945.030911038915,NA,NA,8713.375819797344,5444.4424441488545,13945.030911039074,NA,NA,0,6
Acacia neriifolia,56678.58663518518,37615.78519483155,85401.9706440579,NA,NA,9928.502076240824,8337.086998218098,11823.692555803618,NA,NA,724,988
Acacia nervosa,164081.5553938543,17951.383849836333,1499759.4082816062,NA,NA,16835.54146869457,6864.084298350152,41292.537245246414,NA,NA,138,178
Acacia neurocarpa,2225.414474688091,2014.926811028177,2457.890558131053,NA,NA,1899.8541783622727,1740.5584582892238,2073.7286253449215,NA,NA,29,166
Acacia notabilis,337917.6045907589,101557.06806657847,1124375.7787246995,NA,NA,21992.542827099893,13506.079231087677,35811.42474631189,NA,NA,847,1043
Acacia nuperrima,1315.7332299341642,1253.0924067915557,1381.5054045259685,NA,NA,1236.3376861329664,1183.7816172237945,1291.2270742447668,NA,NA,29,301
Acacia nyssophylla,8970430.927630313,209456.87200914964,384177564.8395606,NA,NA,45867.17347452687,13347.293071346587,157619.79536200364,NA,NA,1377,1471
Acacia obliquinervia,17498.904498274864,15785.034935345877,19398.858469047467,NA,NA,10236.949628450599,9556.024933694405,10966.394334733139,NA,NA,887,2259
Acacia obovata,26452.45714792225,2528.070704862705,276785.1736965812,NA,NA,9930.972751055404,5291.141834203616,18639.49651560401,NA,NA,65,77
Acacia obtusata,37330.96223960701,20539.868723188694,67848.5710165053,NA,NA,11384.86570675973,8471.648695677259,15299.875126678837,NA,NA,192,297
Acacia obtusifolia,19685.996450303188,17659.004020656354,21945.65762531297,NA,NA,10813.40000932543,10067.54059305783,11614.51684061837,NA,NA,1099,2458
Acacia olgana,46177.60389462688,13771.115206705736,154843.74863197145,NA,NA,10722.789968193752,6039.502494857484,19037.698022295448,NA,NA,59,87
Acacia oligoneura,599.4371818100267,549.2809262288183,654.1733342232604,NA,NA,588.8262023961382,545.7567216563942,635.2945971530307,NA,NA,3,42
Acacia oncinocarpa,1173.485954061124,1137.568909519302,1210.5370258058917,NA,NA,1039.301839687651,1012.3025725280683,1067.0212081755687,NA,NA,182,994
Acacia orthocarpa,4338.607533983282,3893.313094020175,4834.832154354072,NA,NA,3226.722009816886,2952.9158871643,3525.9165267437334,NA,NA,56,218
Acacia orthotricha,2053.9805271952414,1693.116096745062,2491.758252259111,NA,NA,1999.0544097803581,1656.5493248078576,2412.375214801297,NA,NA,1,31
Acacia oswaldii,1542097.9445048722,473508.90234269353,5022220.403208113,NA,NA,22010.2165690885,15294.53724186023,31674.68395789498,NA,NA,3988,4344
Acacia oxycedrus,134060.47625644825,67726.5423217003,265364.3708656785,NA,NA,24455.88527074241,17361.431507129728,34449.36692749673,NA,NA,1382,2058
Acacia pachyacra,11483.777286669672,8313.282147916685,15863.426553239131,NA,NA,5351.351807127056,4223.8494506453335,6779.826435164916,NA,NA,64,143
Acacia paradoxa,583622.7475303337,334578.240749539,1018044.4211547989,NA,NA,16637.611834082385,14091.126168511473,19644.287066293396,NA,NA,9897,10921
Acacia paraneura,31865.253727551528,17877.837048960326,56796.266368267774,NA,NA,7403.918994006361,5856.953013686697,9359.476905774694,NA,NA,154,215
Acacia parramattensis,65906.30104898117,47349.4275848734,91735.86122393982,NA,NA,14009.356382809092,12153.71349768257,16148.320947171962,NA,NA,2247,2916
Acacia parvipinnula,34696.454658545896,26666.02277806992,45145.23878913696,NA,NA,9908.64144887579,8757.895525657448,11210.589927082845,NA,NA,882,1263
Acacia pataczekii,11881.428189885433,5711.382429677993,24717.016864052486,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,15,18
Acacia pellita,1242.7757788481174,1170.2607775641184,1319.784159310528,NA,NA,1199.83137550354,1135.2503640458215,1268.086208325242,NA,NA,10,171
Acacia pendula,7122041.627216519,474456.10974500683,106908681.11502627,NA,NA,31139.517445066016,12901.911254742767,75157.04670152026,NA,NA,1110,1199
Acacia penninervis,19960.6063812279,16617.63109799968,23976.089296763585,NA,NA,7565.323185244454,6965.613601664891,8216.665202835457,NA,NA,583,929
Acacia penninervis var. longiracemosa,22145.71894683323,12185.841356557325,40246.12280121487,NA,NA,6267.681157147832,4871.100436670174,8064.671956244845,NA,NA,73,98
Acacia penninervis var. penninervis,26112.754209173403,19626.700020557448,34742.26088310769,NA,NA,8195.62396981991,7286.788603963189,9217.812661417789,NA,NA,492,723
Acacia pentadenia,152897.5959289674,4236.340995365164,5518364.755442144,NA,NA,10676.095064876597,3289.9003726345704,34645.12384094094,NA,NA,46,56
Acacia perryi,3209.2641697161025,2789.367064729695,3692.3704453439,NA,NA,2941.7101704506754,2593.0303066782867,3337.2763537108103,NA,NA,5,62
Acacia petraea,8865.867527207338,8244.558827043791,9533.997956586123,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,63,64
Acacia peuce,NA,NA,NA,NA,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,73,73
Acacia phasmoides,23755.35255433649,2417.0559011139344,233472.78592967064,NA,NA,20801.29328285364,2543.77923047651,170098.80301532234,NA,NA,4,41
Acacia phlebophylla,15201.156611097244,7841.151780797623,29469.54334961235,NA,NA,13352.722476133631,7191.504393143177,24792.475645936058,NA,NA,4,41
Acacia pickardii,NA,NA,NA,NA,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,51,51
Acacia pilligaensis,11582.185957596279,9801.454171961192,13686.441746582053,NA,NA,6610.772949153344,5983.85573159639,7303.371094743718,NA,NA,120,289
Acacia platycarpa,1284.9609632425952,1247.4385895202486,1323.611992548942,NA,NA,1176.9212553715722,1146.6018231240607,1208.0424201414564,NA,NA,130,992
Acacia plectocarpa,1499.5071870487336,1428.6342839145,1573.896013365849,NA,NA,1420.1346036947623,1357.978304098861,1485.135871850025,NA,NA,28,365
Acacia plectocarpa subsp. plectocarpa,1344.74246267818,1258.710663735092,1436.6544616089445,NA,NA,1211.774728805205,1143.448847641262,1284.1833689368607,NA,NA,35,235
Acacia plectocarpa subsp. tanumbirinensis,2378.1044287480777,2082.8379929978573,2715.228305342825,NA,NA,2204.1208464007395,1952.223735440053,2488.520458667221,NA,NA,5,60
Acacia podalyriifolia,127142.87431759592,62991.6336071343,256626.3099407717,NA,NA,9732.936280228203,7763.318001069823,12202.263081575205,NA,NA,884,1034
Acacia polybotrya,31845.156956306597,19282.715251647332,52591.86833063693,NA,NA,7243.309319790522,5937.642999238657,8836.086963950429,NA,NA,201,291
Acacia praelongata,868.1861046810455,794.2473390833254,949.0080422947077,NA,NA,784.6461267755915,730.0857615263236,843.2838670580481,NA,NA,17,89
Acacia praetermissa,663.508036650083,592.2909053481641,743.2883245783781,NA,NA,663.508036650083,592.2909053481641,743.2883245783781,NA,NA,0,22
Acacia prainii,81664.18982763798,20674.986261032624,322565.62669519277,NA,NA,12359.44224825537,7576.94360469827,20160.611013818274,NA,NA,219,265
Acacia pravifolia,31078.894604818262,18039.330122628806,53543.98878957078,NA,NA,6937.312056757943,5856.441175044881,8217.669593935663,NA,NA,216,288
Acacia pravissima,14840.203528274136,12992.076957658757,16951.22661898756,NA,NA,7205.053658875975,6947.778433557653,7471.855748384861,NA,NA,838,1102
Acacia preissiana,32020.929358299312,10673.134668188286,96067.36435409746,NA,NA,8836.989706135253,5681.044275753986,13746.132449562008,NA,NA,52,77
Acacia producta,1457.0201216518815,1365.0139410214063,1555.2278047138072,NA,NA,1353.4975956620842,1276.9946911411898,1434.583678516243,NA,NA,20,192
Acacia proiantha,2405.568637523854,1676.1831838022376,3452.343709063911,NA,NA,1746.2028989800997,1293.0705532634345,2358.1269844177564,NA,NA,6,19
Acacia prominens,38415.51646705074,19841.461335791915,74377.178195446,NA,NA,9957.745423717955,7931.903465568839,12500.99605397363,NA,NA,397,475
Acacia provincialis,105114.3057333525,55163.51235999426,200295.7534266379,NA,NA,9728.4375792571609,7871.40075830972,12023.590290913624,NA,NA,867,1051
Acacia pruinocarpa,25147.771581291076,16946.787859398235,37317.420903104896,NA,NA,5875.586405354187,4843.658536821761,7127.3636125133335,NA,NA,187,271
Acacia pruinosa,14430.59123392208,11429.91520369271,18219.029594661486,NA,NA,8062.4048730520235,7087.753558806346,9171.082459018246,NA,NA,124,248
Acacia pteraneura,99081.17037040796,14321.460584213446,685480.2458340874,NA,NA,10492.154176022173,6121.081412886339,17984.616087880127,NA,NA,185,213
Acacia pubescens,48684.11894267454,11069.644159999101,214111.9807436223,NA,NA,8378.875947083387,6233.784393819644,11262.109450916574,NA,NA,306,326
Acacia pubifolia,23845.231936274846,8830.60568923937,64389.13774483318,NA,NA,8514.457153518253,5722.717890823043,12668.103163944663,NA,NA,38,58
Acacia pulchella,43983.54001595868,23424.522270221798,82586.60603698721,NA,NA,8940.214283023679,7327.527599411968,10907.830825883864,NA,NA,409,529
Acacia pulchella var. pulchella,72978.6555175734,24445.747513193306,217865.46548753633,NA,NA,10351.701414877694,7100.274426454875,15092.053594931846,NA,NA,233,293
Acacia purpureopetala,5147.757964160368,4384.100300289416,6044.4356293187875,NA,NA,3908.9583423105178,3455.94590471787,4421.3525741417425,NA,NA,15,60
Acacia pycnantha,NA,NA,NA,NA,NA,25970.306883445977,20957.668449996825,32181.864181578992,NA,NA,12359,13690
Acacia pycnocephala,10524.248556112103,8028.237696750616,13796.27906578517,Ran out of iterations and did not converge,NA,10642.897952988124,3263.197757929586,34711.741439043726,NA,NA,56,63
Acacia pycnostachya,10133.944160153189,7865.098984614176,13057.283124090376,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,26,41
Acacia quadrilateralis,13291.422767222351,10297.870167030944,17155.189987015663,NA,NA,6016.91888923705,5135.114809651612,7050.1467370529535,NA,NA,104,205
Acacia ramulosa,294617.23256269156,1903.161693915853,45607955.43562304,NA,NA,14117.847914900516,4508.2037589813435,44211.31794479873,NA,NA,390,412
Acacia ramulosa var. ramulosa,NA,NA,NA,NA,NA,9312.155462185867,6748.930782847632,12848.885570482791,NA,NA,599,652
Acacia retinodes,301093.9983382214,61737.79098106653,1468429.5371549525,NA,NA,14976.133726622376,9463.298655336353,23700.465299296244,NA,NA,1132,1280
Acacia retivenea subsp. retivenea,4814.740026538477,4193.926183559936,5527.451010946105,NA,NA,3031.595261913845,2737.010483567989,3357.8862365472423,NA,NA,64,174
Acacia rhigiophylla,11506.038195675552,9421.432964820215,14051.887377927227,Ran out of iterations and did not converge,NA,15794.652433000208,2786.877417503606,89516.33247749628,NA,NA,131,140
Acacia rhodophloia,20963.46862215805,14779.079604834797,29735.750021160944,NA,NA,6840.554961680613,5954.289425220328,7858.736591737262,NA,NA,195,280
Acacia richardsii,2253.5008000192606,1575.9243442519971,3222.4045996940404,NA,NA,1809.5678615266108,1352.9056339430788,2420.3726877286135,NA,NA,3,13
Acacia rigens,892156.0964800227,190022.59379834653,4188672.9602856096,NA,NA,25033.816883259657,14437.558227118308,43407.062183648864,NA,NA,1640,1867
Acacia rigescens,2056.620964926546,1401.816230974459,3017.2926378767693,NA,NA,1543.3197883040555,1175.3737450500957,2026.449866692709,NA,NA,3,9
Acacia rostellata,10389.063381814141,7468.359007907319,14451.988427052727,Ran out of iterations and did not converge,NA,4663.732249915845,3550.8382242250045,6125.426483954292,Ran out of iterations and did not converge,NA,29,30
Acacia rostellifera,447214.17855560506,33723.34761829209,5930624.793390352,NA,NA,20939.42937627504,8187.119899229318,53554.81634576823,NA,NA,301,351
Acacia rostriformis,8708.327278520483,8381.057597700725,9048.376425742323,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,136,137
Acacia rubida,58966.05272227058,42240.96496190615,82313.35095638144,NA,NA,17820.612351567725,14785.243003429228,21479.1346013854,NA,NA,1156,1886
Acacia rupicola,1051622.1435388406,4241.545535803744,260732585.19707555,NA,NA,49041.18980236973,5246.015310422445,458450.4914527944,NA,NA,588,688
Acacia sabulosa,7061.652260883949,5250.358316246037,9497.815129939881,NA,NA,3883.4904100110043,3222.967063749457,4679.383147993551,NA,NA,21,50
Acacia saliciformis,7019.896478562595,6268.146253343512,7861.805480918612,NA,NA,5456.244662161123,4951.945776953902,6011.900605194953,NA,NA,51,203
Acacia salicina,5832714.596971427,709291.5347631422,47964141.54454033,NA,NA,18610.936949287407,10787.64985306791,32107.732346526573,NA,NA,2222,2331
Acacia saligna,NA,NA,NA,Ran out of iterations and did not converge,NA,19668.180328958075,13459.689197402224,28740.434625122984,NA,NA,2064,2312
Acacia scalpelliformis,415834.9845128981,72.32814765564058,2390752977.224311,NA,NA,13450.19345841856,457.0902599240311,395781.1398102252,NA,NA,10,12
Acacia schinoides,152301.7405071623,40242.532487674784,576400.6072086844,NA,NA,9317.711561427523,6049.138045763243,14352.416507136559,NA,NA,264,304
Acacia scirpifolia,1736977.6897391565,760.3333783935059,3968116592.5219955,NA,NA,21124.557930349598,1866.4706205266411,239085.9748045663,NA,NA,83,91
Acacia sclerophylla,91757.56501090054,2689.7201221502633,3130233.0184446145,NA,NA,6183.36562954908,3311.704541610657,11545.115220361333,NA,NA,56,59
Acacia sclerophylla var. sclerophylla,8550230.316321641,62925.42857323671,1161794843.829463,NA,NA,94118.57216151341,12406.691130909538,713994.2094353231,NA,NA,945,1062
Acacia scopulorum,3132.59166038741,2438.691274922156,4023.933087242452,NA,NA,2459.720636352953,1964.914892743745,3079.1285827409224,NA,NA,12,56
Acacia sericoflora,1489.583862280037,1304.4863973822996,1700.9453584320047,NA,NA,1425.175373214465,1258.2775139388639,1614.2105552366065,NA,NA,3,50
Acacia sericophylla,5673.856844007107,5387.010752572846,5975.97683852979,NA,NA,4243.470599728107,4073.0655013430564,4421.004946966645,NA,NA,246,1062
Acacia serpentinicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9
Acacia sertiformis,31431.399626027993,19743.7296750915,50037.8043413672,NA,NA,7149.900567433704,5967.874022989299,8566.045115440009,NA,NA,233,336
Acacia sessilis,81787.19746669497,23205.785557326355,288253.3604790773,NA,NA,7760.923135821901,4351.780494124983,13840.755065989735,NA,NA,83,110
Acacia shirleyi,2859.332297407396,2689.0216918581045,3040.4296148863054,NA,NA,2065.5327368190306,1962.846478494352,2173.591023860296,NA,NA,217,721
Acacia shuttleworthii,75528.09835510168,10472.630398452056,544704.9522516419,NA,NA,6945.922478060579,2542.0753236665846,18978.917981721897,NA,NA,28,38
Acacia sibirica,34765.440994601115,22761.82947952231,53099.24180903135,NA,NA,7711.049371503276,6778.142653264019,8772.356300457595,NA,NA,520,674
Acacia siculiformis,10651.883810746489,9743.256992055825,11645.246431471025,NA,NA,7774.397227977903,7465.716125004137,8095.841208850801,NA,NA,230,496
Acacia silvestris,34252.90396408515,21461.37906407549,54668.50133301903,NA,NA,19260.193220443856,13539.745392094186,27397.49028851248,NA,NA,133,391
Acacia simsii,5585.015090350063,4969.873885825291,6276.294786554359,NA,NA,2757.687293488681,2536.4152457620366,2998.2626943184673,NA,NA,206,422
Acacia sp. Baroalba (K.G.Brennan 186),3784.7403058931745,2595.1213685499856,5519.6875786414585,NA,NA,3175.0976587867053,2255.0064802070337,4470.605841410815,NA,NA,3,19
Acacia sp. El Sharana (N.B.Byrnes 1326),2430.27970490934,1891.3460069431133,3122.781036580513,NA,NA,1551.6230665714902,1271.3211599348815,1893.7261618771718,NA,NA,21,52
Acacia sp. Gove (N.B.Byrnes 2586),1917.9172729950433,914.3330995752093,4023.048785789002,NA,NA,1115.4054473592164,657.0351998713973,1893.5504707238342,NA,NA,3,6
Acacia sp. Jim Jim Falls (M.Lazarides 9075),7718.7062960489675,3036.2034308492866,19622.67293400716,NA,NA,5707.944925943855,2493.203344427016,13067.7809936501,NA,NA,2,9
Acacia sp. Krichauff Range (A.Soos 241),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
Acacia sp. Mulga Holey Trunk (P.K.Latz 12458),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7
Acacia sp. New England (J.B.Williams 97011),8394.743795206066,6716.130156054038,10492.90614530844,NA,NA,5543.402585028358,4703.1293652662325,6533.801184939243,NA,NA,25,65
Acacia spathulifolia,33455.81789293973,4659.366153146325,240224.03779744235,NA,NA,11620.519479038743,5807.429367299578,23252.365964721153,NA,NA,100,135
Acacia spectabilis,42262.346859156205,25842.82094515313,69114.20258006397,NA,NA,8602.467064907036,7313.384006700444,10118.768484604396,NA,NA,522,695
Acacia spectrum,NA,NA,NA,NA,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,1,1
Acacia sphacelata subsp. recurva,11328.92027252426,7804.662927127398,16444.583928809046,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,35,38
Acacia spilleriana,9158.13679767185,7760.768705582791,10807.108520646605,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,31,34
Acacia spinescens,618645.4873408697,142668.455378774,2682598.882781222,NA,NA,34623.115247875015,18877.639698215706,63501.588579473675,NA,NA,1824,2202
Acacia spirorbis subsp. solandri,209403.79959048826,17043.377121728423,2572844.041984469,NA,NA,3990.9581080809667,2257.642460921884,7055.035018234588,NA,NA,84,90
Acacia spondylophylla,9737.218382479825,8229.496142871752,11521.169726803837,NA,NA,6424.461961323095,5673.06137249375,7275.386036295312,NA,NA,73,229
Acacia sporadica,NA,NA,NA,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,16,21
Acacia squamata,59122.09838527506,10057.793518439512,347533.73203275545,NA,NA,6641.758432085841,4031.6508006606173,10941.66068721902,NA,NA,56,66
Acacia steedmanii subsp. borealis,6650.681122895373,4617.985984642962,9578.106028369975,NA,NA,5783.761987873999,4209.907017795509,7945.995621987177,NA,NA,2,20
Acacia stellaticeps,4866.3601772008105,4271.195829604039,5544.456943441353,NA,NA,3463.1596247407956,3140.4229146112607,3819.0635186851646,NA,NA,38,131
Acacia stenophylla,6206115.154409616,623136.4410736839,61809682.07127909,NA,NA,10218.081538130116,6627.648841671624,15753.579106876989,NA,NA,2541,2603
Acacia stenoptera,147159.08873449548,45499.6277262688,475955.4853382751,NA,NA,12246.563003874258,7891.421280425402,19005.23366809495,NA,NA,321,396
Acacia stictophylla,9011.987071531024,8451.296906677915,9609.875487070927,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,110,112
Acacia stipuligera,4104.917056428183,3866.7982110124512,4357.699347270324,NA,NA,3465.976137822998,3291.013373528974,3650.240586861195,NA,NA,83,557
Acacia stipulosa,2915.9228608628987,2490.3163351950193,3414.267501014897,NA,NA,2734.825391306649,2373.4073950530087,3151.279437539847,NA,NA,2,33
Acacia stricta,96829.51140128214,57879.605063386756,161990.64019084067,NA,NA,13765.042127372686,11404.1935859895,16614.62367677831,NA,NA,2020,2496
Acacia strongylophylla,15767.450584985501,10329.893906144067,24067.284737754057,NA,NA,7412.876421427529,5868.859523210856,9363.103107516992,NA,NA,51,96
Acacia suaveolens,32583.88832057137,28830.214213372,36826.288220745366,NA,NA,11792.609217788053,11063.689281210369,12569.553304397014,NA,NA,3676,5913
Acacia sublanata,1917.2254520075358,1762.1813152536372,2085.911025163964,NA,NA,1554.0080861681104,1449.3087060203763,1666.2710448397183,NA,NA,53,221
Acacia subporosa,35050.03314523081,1851.197628033428,663627.0514168983,NA,NA,11758.98050079457,4021.750421122989,34381.452835021206,NA,NA,139,161
Acacia subternata,1607.2865402728796,1497.7446372755012,1724.840108419075,NA,NA,1574.393996785637,1472.5511360664152,1683.2803944153525,NA,NA,3,103
Acacia subtilinervis,8607.274968593796,7571.723509965472,9784.454264273456,NA,NA,6041.101393600593,5473.04138801217,6668.121700614096,NA,NA,60,151
Acacia subulata,10090.404198821678,8547.101223489102,11912.372889160035,Ran out of iterations and did not converge,NA,10677.931704056964,3773.847890207655,30212.724199180935,NA,NA,106,120
Acacia tabula,8489.108213282147,6293.691388632296,11450.348262544067,NA,NA,7910.474581514589,6239.59557574028,10028.79230636101,NA,NA,1,8
Acacia tayloriana,NA,NA,NA,NA,NA,NA,NA,NA,"no non-missing arguments to max; returning -Inf, Ran out of iterations and did not converge",NA,1,1
Acacia tenuissima,5997.754670148199,5483.19603851439,6560.600939781646,NA,NA,4117.610945455484,3840.42723170152,4414.800457141577,NA,NA,137,469
Acacia teretifolia,10237.090551050444,8304.187050309549,12619.901540693221,Ran out of iterations and did not converge,NA,NA,NA,NA,NA,NA,53,56
